disease_id,disease_name,disease_name_upper
6365,Peutz-Jeghers polyp,PEUTZ-JEGHERS POLYP
16685,low-grade astrocytoma,LOW-GRADE ASTROCYTOMA
2178,placenta cancer,PLACENTA CANCER
21498,benign neoplasm of placenta,BENIGN NEOPLASM OF PLACENTA
6109,malignant biphasic mesothelioma,MALIGNANT BIPHASIC MESOTHELIOMA
5599,malignant epithelioid mesothelioma,MALIGNANT EPITHELIOID MESOTHELIOMA
5112,malignant pleural mesothelioma,MALIGNANT PLEURAL MESOTHELIOMA
15818,aggressive primary cutaneous B-cell lymphoma,AGGRESSIVE PRIMARY CUTANEOUS B-CELL LYMPHOMA
20644,lung non-Hodgkin lymphoma,LUNG NON-HODGKIN LYMPHOMA
2477,prostate neuroendocrine neoplasm,PROSTATE NEUROENDOCRINE NEOPLASM
6221,gastric adenoma,GASTRIC ADENOMA
21398,polyp of rectum,POLYP OF RECTUM
530,rectum adenoma,RECTUM ADENOMA
24662,colorectal tubulovillous adenoma,COLORECTAL TUBULOVILLOUS ADENOMA
1852,small intestine lymphoma,SMALL INTESTINE LYMPHOMA
19473,enteropathy-associated T-cell lymphoma,ENTEROPATHY-ASSOCIATED T-CELL LYMPHOMA
4724,submandibular gland cancer,SUBMANDIBULAR GLAND CANCER
18079,thymic epithelial neoplasm,THYMIC EPITHELIAL NEOPLASM
535,tonsil squamous cell carcinoma,TONSIL SQUAMOUS CELL CARCINOMA
6478,undifferentiated pancreatic carcinoma,UNDIFFERENTIATED PANCREATIC CARCINOMA
20653,vaginal adenocarcinoma,VAGINAL ADENOCARCINOMA
37746,malignant vaginal mixed epithelial and mesenchymal neoplasm,MALIGNANT VAGINAL MIXED EPITHELIAL AND MESENCHYMAL NEOPLASM
15867,vaginal carcinoma,VAGINAL CARCINOMA
1938,vulvar dystrophy,VULVAR DYSTROPHY
21460,benign neoplasm of salivary gland,BENIGN NEOPLASM OF SALIVARY GLAND
19063,vascular anomaly,VASCULAR ANOMALY
3996,basal ganglia disease,BASAL GANGLIA DISEASE
17763,disorder of iron metabolism and transport,DISORDER OF IRON METABOLISM AND TRANSPORT
6523,acrodermatitis,ACRODERMATITIS
6533,cholesteatoma of middle ear,CHOLESTEATOMA OF MIDDLE EAR
6530,cholesteatoma (disease),CHOLESTEATOMA (DISEASE)
27766,generalized lipodystrophy,GENERALIZED LIPODYSTROPHY
20087,genetic lipodystrophy,GENETIC LIPODYSTROPHY
6574,lipomatosis,LIPOMATOSIS
6541,epidermolysis bullosa,EPIDERMOLYSIS BULLOSA
6619,viral exanthem,VIRAL EXANTHEM
60766,anal polyp,ANAL POLYP
19286,sebaceous gland anomaly,SEBACEOUS GLAND ANOMALY
21653,cutaneous focal mucinosis,CUTANEOUS FOCAL MUCINOSIS
6594,pemphigus,PEMPHIGUS
2260,hidradenitis,HIDRADENITIS
45011,keratinization disease,KERATINIZATION DISEASE
6819,kernicterus,KERNICTERUS
6584,neonatal jaundice,NEONATAL JAUNDICE
6570,lichen disease,LICHEN DISEASE
5230,cellulitis (disease),CELLULITIS (DISEASE)
6580,miliaria,MILIARIA
5083,psoriasis,PSORIASIS
19337,autoimmune bullous skin disease,AUTOIMMUNE BULLOUS SKIN DISEASE
43771,radiodermatitis,RADIODERMATITIS
6564,irritant dermatitis,IRRITANT DERMATITIS
19268,epidermal disease,EPIDERMAL DISEASE
2523,cutaneous mucinosis,CUTANEOUS MUCINOSIS
21396,polyp of vulva,POLYP OF VULVA
6563,inverted follicular keratosis,INVERTED FOLLICULAR KERATOSIS
6622,vulvar seborrheic keratosis,VULVAR SEBORRHEIC KERATOSIS
15950,inherited skin tumor,INHERITED SKIN TUMOR
6878,Moraxellaceae infectious disease,MORAXELLACEAE INFECTIOUS DISEASE
2492,acute kidney failure,ACUTE KIDNEY FAILURE
15077,adrenal/paraganglial tumor,ADRENAL/PARAGANGLIAL TUMOR
21312,malignant tumor of adrenal cortex,MALIGNANT TUMOR OF ADRENAL CORTEX
5433,alcohol withdrawal,ALCOHOL WITHDRAWAL
2824,extrinsic cardiomyopathy,EXTRINSIC CARDIOMYOPATHY
2679,cerebral infarction,CEREBRAL INFARCTION
4001,compartment syndrome,COMPARTMENT SYNDROME
5523,steroid inherited metabolic disorder,STEROID INHERITED METABOLIC DISORDER
15905,syndromic dyslipidemia,SYNDROMIC DYSLIPIDEMIA
21661,coronary atherosclerosis,CORONARY ATHEROSCLEROSIS
17131,genetic cardiac anomaly,GENETIC CARDIAC ANOMALY
20294,atrial defect and interatrial communication,ATRIAL DEFECT AND INTERATRIAL COMMUNICATION
565,infective endocarditis,INFECTIVE ENDOCARDITIS
6705,Bacteroidaceae infectious disease,BACTEROIDACEAE INFECTIOUS DISEASE
6808,intracranial arterial disease,INTRACRANIAL ARTERIAL DISEASE
5346,gallstones,GALLSTONES
21258,choroid neoplasm,CHOROID NEOPLASM
2989_2990,benign fibrous histiocytoma,BENIGN FIBROUS HISTIOCYTOMA
6987,subvalvular aortic stenosis,SUBVALVULAR AORTIC STENOSIS
4900,peripheral vertigo,PERIPHERAL VERTIGO
3311,endometrial stromal tumor,ENDOMETRIAL STROMAL TUMOR
5201,restrictive cardiomyopathy,RESTRICTIVE CARDIOMYOPATHY
21679,gram-positive bacterial infections,GRAM-POSITIVE BACTERIAL INFECTIONS
6751,Erysipelothrix infectious disease,ERYSIPELOTHRIX INFECTIOUS DISEASE
1751,cholestasis,CHOLESTASIS
24913,cattle disease,CATTLE DISEASE
17975,sex chromosome disorder of sex development,SEX CHROMOSOME DISORDER OF SEX DEVELOPMENT
665,apraxia,APRAXIA
5674,bone giant cell tumor,BONE GIANT CELL TUMOR
365,primary congenital glaucoma (disease),PRIMARY CONGENITAL GLAUCOMA (DISEASE)
24468,anterior pituitary gland disease,ANTERIOR PITUITARY GLAND DISEASE
6810,intracranial hypertension,INTRACRANIAL HYPERTENSION
45072,ectopic hormone secretion syndrome associated with neoplasia,ECTOPIC HORMONE SECRETION SYNDROME ASSOCIATED WITH NEOPLASIA
2564,jejunal neoplasm,JEJUNAL NEOPLASM
16999,X chromosome number anomaly,X CHROMOSOME NUMBER ANOMALY
20090,male infertility due to gonadal dysgenesis,MALE INFERTILITY DUE TO GONADAL DYSGENESIS
17641,miscellaneous movement disorder due to neurodegenerative disease,MISCELLANEOUS MOVEMENT DISORDER DUE TO NEURODEGENERATIVE DISEASE
18926,human prion disease,HUMAN PRION DISEASE
1371,protein-energy malnutrition,PROTEIN-ENERGY MALNUTRITION
6686,brain stem infarction,BRAIN STEM INFARCTION
21249,lip neoplasm,LIP NEOPLASM
5841,maxillary neoplasm,MAXILLARY NEOPLASM
24263,neonatal aspiration syndrome,NEONATAL ASPIRATION SYNDROME
2508,gingivitis,GINGIVITIS
24813,pulmonary sulcus neoplasm,PULMONARY SULCUS NEOPLASM
18215,paraneoplastic neurologic syndrome,PARANEOPLASTIC NEUROLOGIC SYNDROME
6904,phimosis,PHIMOSIS
21463,benign neoplasm of parathyroid gland,BENIGN NEOPLASM OF PARATHYROID GLAND
40998,Pasteurella multocida infectious disease,PASTEURELLA MULTOCIDA INFECTIOUS DISEASE
44782,esophageal ulcer,ESOPHAGEAL ULCER
19832,acquired pituitary hormone deficiency,ACQUIRED PITUITARY HORMONE DEFICIENCY
1259,pituitary gland infarction,PITUITARY GLAND INFARCTION
1316,streptococcal meningitis,STREPTOCOCCAL MENINGITIS
6936,pulmonary valve stenosis,PULMONARY VALVE STENOSIS
1786,uterine inflammatory disease,UTERINE INFLAMMATORY DISEASE
6682,brachial plexus neuritis,BRACHIAL PLEXUS NEURITIS
1459,radial neuropathy,RADIAL NEUROPATHY
2901,blood group incompatibility,BLOOD GROUP INCOMPATIBILITY
2233,enamel caries,ENAMEL CARIES
37735,sebaceous gland cancer,SEBACEOUS GLAND CANCER
2372,ovarian monodermal and highly specialized teratoma,OVARIAN MONODERMAL AND HIGHLY SPECIALIZED TERATOMA
4978,aortic stenosis,AORTIC STENOSIS
6997,tibial neuropathy,TIBIAL NEUROPATHY
21250,tonsil neoplasm,TONSIL NEOPLASM
4685,Waldeyer's ring cancer,WALDEYER'S RING CANCER
5297,urethritis (disease),URETHRITIS (DISEASE)
6662,aseptic meningitis,ASEPTIC MENINGITIS
7018,vulvitis,VULVITIS
7023,Yersinia infectious disease,YERSINIA INFECTIOUS DISEASE
15495,otomandibular dysplasia associated with monogenic syndromes,OTOMANDIBULAR DYSPLASIA ASSOCIATED WITH MONOGENIC SYNDROMES
15501,syndrome or malformation associated with head and neck malformations,SYNDROME OR MALFORMATION ASSOCIATED WITH HEAD AND NECK MALFORMATIONS
15620,syndromic urogenital tract malformation,SYNDROMIC UROGENITAL TRACT MALFORMATION
21005,faciodigitogenital syndrome,FACIODIGITOGENITAL SYNDROME
5350,abdominal aortic aneurysm,ABDOMINAL AORTIC ANEURYSM
18559,fetal lower urinary tract obstruction,FETAL LOWER URINARY TRACT OBSTRUCTION
17432,syndrome with limb reduction defects,SYNDROME WITH LIMB REDUCTION DEFECTS
19294,mixed dermis disorder,MIXED DERMIS DISORDER
18232,primary bone dysplasia with micromelia,PRIMARY BONE DYSPLASIA WITH MICROMELIA
19685,FGFR3-related chondrodysplasia,FGFR3-RELATED CHONDRODYSPLASIA
15322,Pierre Robin syndrome associated with bone disease,PIERRE ROBIN SYNDROME ASSOCIATED WITH BONE DISEASE
17676,marginal papular palmoplantar keratoderma,MARGINAL PAPULAR PALMOPLANTAR KERATODERMA
19292,dermis elastic tissue disorder,DERMIS ELASTIC TISSUE DISORDER
19271,acrokeratoderma,ACROKERATODERMA
43007,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,GENETIC MULTIPLE CONGENITAL ANOMALIES/DYSMORPHIC SYNDROME-VARIABLE INTELLECTUAL DISABILITY SYNDROME
17824,familial isolated pituitary adenoma,FAMILIAL ISOLATED PITUITARY ADENOMA
6238,growth hormone-producing pituitary gland adenoma,GROWTH HORMONE-PRODUCING PITUITARY GLAND ADENOMA
5391,restless legs syndrome,RESTLESS LEGS SYNDROME
19707,primary osteolysis,PRIMARY OSTEOLYSIS
15929,thoracic malformation,THORACIC MALFORMATION
17434,"syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy","SYNDROME WITH LIMB DUPLICATION, POLYDACTYLY, SYNDACTYLY, AND/OR HYPERPHALANGY"
4983,azoospermia,AZOOSPERMIA
15746,male infertility due to globozoospermia,MALE INFERTILITY DUE TO GLOBOZOOSPERMIA
19236,inborn disorder of purine metabolism,INBORN DISORDER OF PURINE METABOLISM
17855,T-B- severe combined immunodeficiency,T-B- SEVERE COMBINED IMMUNODEFICIENCY
16789,pyruvate metabolism disorder,PYRUVATE METABOLISM DISORDER
20197,EEC syndrome and related syndrome,EEC SYNDROME AND RELATED SYNDROME
17139,oromandibular-limb hypogenesis syndrome,OROMANDIBULAR-LIMB HYPOGENESIS SYNDROME
20276_20270,pigmentation disorder with eye involvement,PIGMENTATION DISORDER WITH EYE INVOLVEMENT
16565,syndromic genetic obesity,SYNDROMIC GENETIC OBESITY
20232,musculoskeletal disease with cataract,MUSCULOSKELETAL DISEASE WITH CATARACT
5,"alopecia, isolated","ALOPECIA, ISOLATED"
17666_17670_20093_20096_18250,diffuse palmoplantar keratoderma,DIFFUSE PALMOPLANTAR KERATODERMA
20215,syndromic corneal dystrophy,SYNDROMIC CORNEAL DYSTROPHY
17132,hereditary ATTR amyloidosis,HEREDITARY ATTR AMYLOIDOSIS
5144,familial amyotrophic lateral sclerosis,FAMILIAL AMYOTROPHIC LATERAL SCLEROSIS
405,anal canal cancer,ANAL CANAL CANCER
18516,epithelial tumor of anal canal,EPITHELIAL TUMOR OF ANAL CANAL
18771,congenital anomaly of ventricular septum,CONGENITAL ANOMALY OF VENTRICULAR SEPTUM
15145,neurovascular malformation,NEUROVASCULAR MALFORMATION
20063,malformation syndrome with hamartosis,MALFORMATION SYNDROME WITH HAMARTOSIS
15658,cerebral diseases of vascular origin with epilepsy,CEREBRAL DISEASES OF VASCULAR ORIGIN WITH EPILEPSY
6527,anhidrosis,ANHIDROSIS
20148,syndromic aniridia,SYNDROMIC ANIRIDIA
20156,syndromic ankyloblepharon,SYNDROMIC ANKYLOBLEPHARON
19285,syndromic nail anomaly,SYNDROMIC NAIL ANOMALY
19066,syndrome with brachydactyly,SYNDROME WITH BRACHYDACTYLY
19211,isolated congenital anonychia,ISOLATED CONGENITAL ANONYCHIA
15246,syndromic anorectal malformation,SYNDROMIC ANORECTAL MALFORMATION
19942,distal arthrogryposis,DISTAL ARTHROGRYPOSIS
19686_19687,collagen-related bone disorder,COLLAGEN-RELATED BONE DISORDER
22800,collagenopathy type 2 alpha 1,COLLAGENOPATHY TYPE 2 ALPHA 1
16227,hereditary episodic ataxia,HEREDITARY EPISODIC ATAXIA
17846,autosomal dominant spastic ataxia,AUTOSOMAL DOMINANT SPASTIC ATAXIA
100309,hereditary ataxia,HEREDITARY ATAXIA
19690,filamin-related bone disorder,FILAMIN-RELATED BONE DISORDER
19700,primary bone dysplasia with multiple joint dislocations,PRIMARY BONE DYSPLASIA WITH MULTIPLE JOINT DISLOCATIONS
15385,external auditory canal aplasia/hypoplasia,EXTERNAL AUDITORY CANAL APLASIA/HYPOPLASIA
42973,familial osteosclerosis,FAMILIAL OSTEOSCLEROSIS
19715,syndrome with synostosis or other joint formation defect,SYNDROME WITH SYNOSTOSIS OR OTHER JOINT FORMATION DEFECT
16756,inherited nervous system cancer-predisposing syndrome,INHERITED NERVOUS SYSTEM CANCER-PREDISPOSING SYNDROME
17957,unclassified autoinflammatory syndrome,UNCLASSIFIED AUTOINFLAMMATORY SYNDROME
15657,inflammatory and autoimmune disease with epilepsy,INFLAMMATORY AND AUTOIMMUNE DISEASE WITH EPILEPSY
17261,systemic diseases with panuveitis,SYSTEMIC DISEASES WITH PANUVEITIS
17370,autoinflammatory syndrome with skin involvement,AUTOINFLAMMATORY SYNDROME WITH SKIN INVOLVEMENT
19293,skin vascular disease,SKIN VASCULAR DISEASE
17260,systemic diseases with posterior uveitis,SYSTEMIC DISEASES WITH POSTERIOR UVEITIS
17259,systemic diseases with anterior uveitis,SYSTEMIC DISEASES WITH ANTERIOR UVEITIS
15488,predominantly large-vessel vasculitis,PREDOMINANTLY LARGE-VESSEL VASCULITIS
16229,genetic vascular anomaly,GENETIC VASCULAR ANOMALY
20286,aortic malformation,AORTIC MALFORMATION
15331,malformation syndrome with skin/mucosae involvement,MALFORMATION SYNDROME WITH SKIN/MUCOSAE INVOLVEMENT
19703,primary bone dysplasia with increased bone density,PRIMARY BONE DYSPLASIA WITH INCREASED BONE DENSITY
19698_19699,bone dysplasia,BONE DYSPLASIA
19054,congenital limb malformation,CONGENITAL LIMB MALFORMATION
15770_16553,congenital hypogonadotropic hypogonadism,CONGENITAL HYPOGONADOTROPIC HYPOGONADISM
18240,TRPV4-related bone disorder,TRPV4-RELATED BONE DISORDER
15262,brachyolmia,BRACHYOLMIA
15476,cysts and fistulae of the face and oral cavity,CYSTS AND FISTULAE OF THE FACE AND ORAL CAVITY
15852,excess breast volume or number,EXCESS BREAST VOLUME OR NUMBER
15855,isolated congenital breast hypoplasia/aplasia,ISOLATED CONGENITAL BREAST HYPOPLASIA/APLASIA
17266,keratinopathic ichthyosis,KERATINOPATHIC ICHTHYOSIS
17595,aggressive B-cell non-Hodgkin lymphoma,AGGRESSIVE B-CELL NON-HODGKIN LYMPHOMA
19702,neonatal osteosclerotic dysplasia,NEONATAL OSTEOSCLEROTIC DYSPLASIA
17428,congenital deformities of fingers,CONGENITAL DEFORMITIES OF FINGERS
20042,"syndrome with 46,XY disorder of sex development","SYNDROME WITH 46,XY DISORDER OF SEX DEVELOPMENT"
100237,inherited cutis laxa,INHERITED CUTIS LAXA
24573,familial hypertrophic cardiomyopathy,FAMILIAL HYPERTROPHIC CARDIOMYOPATHY
17760,disorder of other vitamins and cofactors metabolism and transport,DISORDER OF OTHER VITAMINS AND COFACTORS METABOLISM AND TRANSPORT
3615,nerve compression syndrome,NERVE COMPRESSION SYNDROME
16998,complex chromosomal rearrangement,COMPLEX CHROMOSOMAL REARRANGEMENT
20374,cerulean cataract,CERULEAN CATARACT
20375,coralliform cataract,CORALLIFORM CATARACT
20377_20376_20373_20372_20379_20378_21548_18610_18611,early-onset cataract,EARLY-ONSET CATARACT
100196,TPM2-related myopathy,TPM2-RELATED MYOPATHY
100150,RYR1-related myopathy,RYR1-RELATED MYOPATHY
15765,congenital myopathy with cores,CONGENITAL MYOPATHY WITH CORES
18591,ITM2B amyloidosis,ITM2B AMYLOIDOSIS
2216,brain sarcoma,BRAIN SARCOMA
16950,partial duplication of the short arm of chromosome 17,PARTIAL DUPLICATION OF THE SHORT ARM OF CHROMOSOME 17
17369,autoinflammatory syndrome with immune deficiency,AUTOINFLAMMATORY SYNDROME WITH IMMUNE DEFICIENCY
18075,neural tube defect,NEURAL TUBE DEFECT
15214,syndromic visceral malformation,SYNDROMIC VISCERAL MALFORMATION
17435,popliteal pterygium syndrome,POPLITEAL PTERYGIUM SYNDROME
20161_20463,congenital ectropion,CONGENITAL ECTROPION
18230,primary bone dysplasia,PRIMARY BONE DYSPLASIA
20018,cranial malformation,CRANIAL MALFORMATION
19697,mesomelic and rhizo-mesomelic dysplasia,MESOMELIC AND RHIZO-MESOMELIC DYSPLASIA
16046,familial clubfoot with or without associated lower limb anomalies,FAMILIAL CLUBFOOT WITH OR WITHOUT ASSOCIATED LOWER LIMB ANOMALIES
19284,inherited isolated nail anomaly,INHERITED ISOLATED NAIL ANOMALY
17429,joint formation defects,JOINT FORMATION DEFECTS
43537,cluster headache syndrome,CLUSTER HEADACHE SYNDROME
15,classic complement early component deficiency,CLASSIC COMPLEMENT EARLY COMPONENT DEFICIENCY
18727,immunodeficiency due to a complement regulatory deficiency,IMMUNODEFICIENCY DUE TO A COMPLEMENT REGULATORY DEFICIENCY
27749,serpinopathy,SERPINOPATHY
8779,arthrogryposis,ARTHROGRYPOSIS
17310,Marfan and Marfan-related disorder,MARFAN AND MARFAN-RELATED DISORDER
17762,disorder of copper metabolism,DISORDER OF COPPER METABOLISM
18888,congenital cornea plana,CONGENITAL CORNEA PLANA
20212,superficial corneal dystrophy,SUPERFICIAL CORNEAL DYSTROPHY
763,epithelial and subepithelial corneal dystrophy,EPITHELIAL AND SUBEPITHELIAL CORNEAL DYSTROPHY
24471,non-inflammatory vasculopathy,NON-INFLAMMATORY VASCULOPATHY
17121,syndrome with a Dandy-Walker malformation as major feature,SYNDROME WITH A DANDY-WALKER MALFORMATION AS MAJOR FEATURE
15704,familial scaphocephaly syndrome,FAMILIAL SCAPHOCEPHALY SYNDROME
17234,inherited prion disease,INHERITED PRION DISEASE
17662,miscellaneous movement disorder due to genetic neurodegenerative disease,MISCELLANEOUS MOVEMENT DISORDER DUE TO GENETIC NEURODEGENERATIVE DISEASE
20165,syndromic epicanthus,SYNDROMIC EPICANTHUS
761,syndrome caused by partial chromosomal deletion,SYNDROME CAUSED BY PARTIAL CHROMOSOMAL DELETION
16887,partial deletion of the short arm of chromosome 5,PARTIAL DELETION OF THE SHORT ARM OF CHROMOSOME 5
15338,syndromic craniosynostosis,SYNDROMIC CRANIOSYNOSTOSIS
22904,cryofibrinogenemia,CRYOFIBRINOGENEMIA
15491,immune complex mediated vasculitis,IMMUNE COMPLEX MEDIATED VASCULITIS
17038,secondary interstitial lung disease in childhood and adulthood associated with a systemic vasculitis,SECONDARY INTERSTITIAL LUNG DISEASE IN CHILDHOOD AND ADULTHOOD ASSOCIATED WITH A SYSTEMIC VASCULITIS
20153_20360_20361,cryptophthalmia,CRYPTOPHTHALMIA
16524,congenital vascular bone syndrome,CONGENITAL VASCULAR BONE SYNDROME
1085,interstitial nephritis,INTERSTITIAL NEPHRITIS
17922,deafness-onychodystrophy syndrome,DEAFNESS-ONYCHODYSTROPHY SYNDROME
15547,genetic dementia,GENETIC DEMENTIA
4985_693_24613_1866,bipolar disorder,BIPOLAR DISORDER
6618,vibratory urticaria,VIBRATORY URTICARIA
4782,diabetes insipidus,DIABETES INSIPIDUS
19704,primary bone dysplasia with decreased bone density,PRIMARY BONE DYSPLASIA WITH DECREASED BONE DENSITY
16420,familial flecked retinopathy,FAMILIAL FLECKED RETINOPATHY
6949,retinal drusen,RETINAL DRUSEN
20245,disease predisposing to age-related macular degeneration,DISEASE PREDISPOSING TO AGE-RELATED MACULAR DEGENERATION
20132,cranial nerve and nuclear aplasia,CRANIAL NERVE AND NUCLEAR APLASIA
15083,nuclear oculomotor paralysis,NUCLEAR OCULOMOTOR PARALYSIS
15329,malformation syndrome with short stature,MALFORMATION SYNDROME WITH SHORT STATURE
16516,Kenny-Caffey syndrome,KENNY-CAFFEY SYNDROME
118,reticulate pigment disorder,RETICULATE PIGMENT DISORDER
15990,"focal, segmental or multifocal dystonia","FOCAL, SEGMENTAL OR MULTIFOCAL DYSTONIA"
100184,GTP cyclohydrolase I deficiency,GTP CYCLOHYDROLASE I DEFICIENCY
17756,disorder of pterin metabolism,DISORDER OF PTERIN METABOLISM
43009,genetic lethal multiple congenital anomalies/dysmorphic syndrome,GENETIC LETHAL MULTIPLE CONGENITAL ANOMALIES/DYSMORPHIC SYNDROME
15216,syndromic diaphragmatic or abdominal wall malformation,SYNDROMIC DIAPHRAGMATIC OR ABDOMINAL WALL MALFORMATION
15880,syndromic diaphragmatic or thoracic malformation,SYNDROMIC DIAPHRAGMATIC OR THORACIC MALFORMATION
16329,familial syndrome associated with hypertrophic cardiomyopathy,FAMILIAL SYNDROME ASSOCIATED WITH HYPERTROPHIC CARDIOMYOPATHY
15496,macroglossia,MACROGLOSSIA
17891,inherited renal cancer-predisposing syndrome,INHERITED RENAL CANCER-PREDISPOSING SYNDROME
19716,overgrowth syndrome,OVERGROWTH SYNDROME
20023_15222_15221,respiratory or mediastinal malformation,RESPIRATORY OR MEDIASTINAL MALFORMATION
15930,respiratory malformation,RESPIRATORY MALFORMATION
16365,familial primary hyperparathyroidism,FAMILIAL PRIMARY HYPERPARATHYROIDISM
18538,inherited digestive cancer-predisposing syndrome,INHERITED DIGESTIVE CANCER-PREDISPOSING SYNDROME
19452,"myeloproliferative neoplasm, unclassifiable","MYELOPROLIFERATIVE NEOPLASM, UNCLASSIFIABLE"
20072,childhood-onset epilepsy syndrome,CHILDHOOD-ONSET EPILEPSY SYNDROME
15643,photosensitive epilepsy,PHOTOSENSITIVE EPILEPSY
19299,unclassified genetic skin disorder,UNCLASSIFIED GENETIC SKIN DISORDER
16028,erythromelalgia,ERYTHROMELALGIA
1115,familial polycythemia,FAMILIAL POLYCYTHEMIA
17893,inherited acute myeloid leukemia,INHERITED ACUTE MYELOID LEUKEMIA
19270,erythrokeratoderma,ERYTHROKERATODERMA
100240,inherited thrombophilia,INHERITED THROMBOPHILIA
100238,inherited Fanconi renotubular syndrome,INHERITED FANCONI RENOTUBULAR SYNDROME
15822,acquired neutropenia,ACQUIRED NEUTROPENIA
18231,"primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments","PRIMARY BONE DYSPLASIA WITH PROGRESSIVE OSSIFICATION OF SKIN, SKELETAL MUSCLE, FASCIA, TENDONS AND LIGAMENTS"
4746,myopathy of extraocular muscle,MYOPATHY OF EXTRAOCULAR MUSCLE
19303,premature aging syndrome,PREMATURE AGING SYNDROME
15961,genetic head and neck malformation,GENETIC HEAD AND NECK MALFORMATION
16643,frontonasal dysplasia,FRONTONASAL DYSPLASIA
5321,Fuchs' endothelial dystrophy,FUCHS' ENDOTHELIAL DYSTROPHY
20244,unclassified primitive or secondary maculopathy,UNCLASSIFIED PRIMITIVE OR SECONDARY MACULOPATHY
1341,selective IgA deficiency disease,SELECTIVE IGA DEFICIENCY DISEASE
19601,autosomal recessive axonal hereditary motor and sensory neuropathy,AUTOSOMAL RECESSIVE AXONAL HEREDITARY MOTOR AND SENSORY NEUROPATHY
15617,genetic gastro-esophageal disease,GENETIC GASTRO-ESOPHAGEAL DISEASE
18502,hereditary gastric cancer,HEREDITARY GASTRIC CANCER
17604,marginal zone lymphoma,MARGINAL ZONE LYMPHOMA
15111,gastroesophageal disease,GASTROESOPHAGEAL DISEASE
