drugbank_id,drug_name,drug_name_upper
DB07151,4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one,4-(4-HYDROXY-3-METHYLPHENYL)-6-PHENYLPYRIMIDIN-2(5H)-ONE
DB07242,"(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile","(4R)-7,8-DICHLORO-1',9-DIMETHYL-1-OXO-1,2,4,9-TETRAHYDROSPIRO[BETA-CARBOLINE-3,4'-PIPERIDINE]-4-CARBONITRILE"
DB07524,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine","N-PHENYL-1H-PYRROLO[2,3-B]PYRIDIN-3-AMINE"
DB08022,"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile","(2S)-1,3-BENZOTHIAZOL-2-YL{2-[(2-PYRIDIN-3-YLETHYL)AMINO]PYRIMIDIN-4-YL}ETHANENITRILE"
DB08166,"(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile","(4R)-7-CHLORO-9-METHYL-1-OXO-1,2,4,9-TETRAHYDROSPIRO[BETA-CARBOLINE-3,4'-PIPERIDINE]-4-CARBONITRILE"
DB08230,Tricetin,TRICETIN
DB08705,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE","6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE"
DB08707,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine","4-[3-(4-CHLOROPHENYL)-2,1-BENZISOXAZOL-5-YL]PYRIMIDIN-2-AMINE"
DB08708,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine","N-CYCLOHEXYL-3-[3-(TRIFLUOROMETHYL)PHENYL][1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-6-AMINE"
DB08709,"2,3-diphenyl-1H-indole-7-carboxylic acid","2,3-DIPHENYL-1H-INDOLE-7-CARBOXYLIC ACID"
DB05204,XL418,XL418
DB02676,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol","2-[3-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-PROPYLAMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL"
DB02918,Zardaverine,ZARDAVERINE
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","1-(4-AMINOPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER"
DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER"
DB04469,"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","1-(4-METHOXYPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER"
DB05298,Tetomilast,TETOMILAST
DB07051,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER","3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER"
DB02375,Myricetin,MYRICETIN
DB04769,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE","5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE"
DB05241,XL765,XL765
DB05552,TG100-115,TG100-115
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide","N-(5-{4-CHLORO-3-[(2-HYDROXYETHYL)SULFAMOYL]PHENYL}-4-METHYL-1,3-THIAZOL-2-YL)ACETAMIDE"
DB07073,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one","5,5-DIMETHYL-2-MORPHOLIN-4-YL-5,6-DIHYDRO-1,3-BENZOTHIAZOL-7(4H)-ONE"
DB07503,"(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE","(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE"
DB08300,"1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine","1-METHYL-3-NAPHTHALEN-2-YL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE"
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide","N-(2-HYDROXY-1,1-DIMETHYLETHYL)-1-METHYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-2-YL)-1H-INDOLE-5-CARBOXAMIDE"
DB07159,Tamatinib,TAMATINIB
DB07194,"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide","2-{2-[(3,5-DIMETHYLPHENYL)AMINO]PYRIMIDIN-4-YL}-N-[(1S)-2-HYDROXY-1-METHYLETHYL]-4-METHYL-1,3-THIAZOLE-5-CARBOXAMIDE"
DB08361,"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide","2-{[(1R,2S)-2-AMINOCYCLOHEXYL]AMINO}-4-[(3-METHYLPHENYL)AMINO]PYRIMIDINE-5-CARBOXAMIDE"
DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide","2,3,5,6-TETRAFLUORO-4-METHOXY-BENZAMIDE"
DB04465,Lactose,LACTOSE
DB04910,Oxibendazole,OXIBENDAZOLE
DB07234,"3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione","3-{[(1R)-1-PHENYLETHYL]AMINO}-4-(PYRIDIN-4-YLAMINO)CYCLOBUT-3-ENE-1,2-DIONE"
DB07406,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE","(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE"
DB07430,"(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one","(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE"
DB07728,"2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE","2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE"
DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE","2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE"
DB08168,Coumarin 120,COUMARIN 120
DB01955,"1,4-Butanediol","1,4-BUTANEDIOL"
DB02422,Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,METHYL-2-S-(ALPHA-D-MANNOPYRANOSYL)-2-THIO-ALPHA-D-MANNOPYRANOSIDE
DB02742,Kifunensine,KIFUNENSINE
DB03206,Duvoglustat,DUVOGLUSTAT
DB01809,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine","1-TER-BUTYL-3-P-TOLYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-YLAMINE"
DB03397,Uridine-Diphosphate-N-Acetylglucosamine,URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE
DB02261,Platelet Activating Factor,PLATELET ACTIVATING FACTOR
DB03633,Lpc-Ether,LPC-ETHER
DB04660,Choline alfoscerate,CHOLINE ALFOSCERATE
DB02169,"9,10-Deepithio-9,10-Didehydroacanthifolicin","9,10-DEEPITHIO-9,10-DIDEHYDROACANTHIFOLICIN"
DB02860,Calyculin A,CALYCULIN A
DB04738,Motuporin,MOTUPORIN
DB02016,R048-8071,R048-8071
DB03696,Lanosterol,LANOSTEROL
DB02162,5'-O-(N-Ethyl-Sulfamoyl)Adenosine,5'-O-(N-ETHYL-SULFAMOYL)ADENOSINE
DB02183,Adenosine-5'-ditungstate,ADENOSINE-5'-DITUNGSTATE
DB02018,Amido Phenyl Pyruvic Acid,AMIDO PHENYL PYRUVIC ACID
DB04654,4-PIPERIDIN-4-YLBUTANAL,4-PIPERIDIN-4-YLBUTANAL
DB04764,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE
DB06962,JNJ-27390467,JNJ-27390467
DB02097,Cytidine,CYTIDINE
DB02431,Cytidine-5'-Triphosphate,CYTIDINE-5'-TRIPHOSPHATE
DB04005,Uridine 5'-triphosphate,URIDINE 5'-TRIPHOSPHATE
DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester","[1-(1-METHYL-4,5-DIOXO-PENT-2-ENYLCARBAMOYL)-2-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER"
DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,[1-(1-BENZYL-3-HYDROXY-2-OXO-PROPYLCARBAMOYL)-2-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,4-MORPHOLIN-4-YL-PIPERIDINE-1-CARBOXYLIC ACID [1-(3-BENZENESULFONYL-1-PROPYL-ALLYLCARBAMOYL)-2-PHENYLETHYL]-AMIDE
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,BENZYL N-[(2S)-5-(DIAMINOMETHYLAMINO)-1-[[(2S)-4-FLUORO-3-OXOBUTAN-2-YL]AMINO]-1-OXOPENTAN-2-YL]CARBAMATE
DB03573,WRR-99,WRR-99
DB03691,WRR-112,WRR-112
DB07913,HOMOPHENYLALANINYLMETHANE,HOMOPHENYLALANINYLMETHANE
DB08775,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,BENZOYL-TYROSINE-ALANINE-FLUORO-METHYL KETONE
DB02144,"1,2-diacyl-sn-glycero-3-phosphoinositol","1,2-DIACYL-SN-GLYCERO-3-PHOSPHOINOSITOL"
DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide","(Z,Z)-4-HYDROXY-N,N,N-TRIMETHYL-10-OXO-7-[(1-OXO-9-OCTADECENYL)OXY]-3,5,9-TRIOXA-4-PHOSPHAHEPTACOS-18-EN-1-AMINIUM-4-OXIDE"
DB02217,Dpb-T,DPB-T
DB04672,"Cyclic 3',5'-thymidine monophosphate","CYCLIC 3',5'-THYMIDINE MONOPHOSPHATE"
DB01861,Uridine diphosphate glucose,URIDINE DIPHOSPHATE GLUCOSE
DB03041,UDP-alpha-D-glucuronic acid,UDP-ALPHA-D-GLUCURONIC ACID
DB03095,Tetramethylammonium,TETRAMETHYLAMMONIUM
DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid","2-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-ETHANESULFONIC ACID"
DB01422,Nitroxoline,NITROXOLINE
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium","3,5,6,8-TETRAMETHYL-N-METHYL PHENANTHROLINIUM"
DB02640,Fumagillin,FUMAGILLIN
DB02893,D-Methionine,D-METHIONINE
DB03086,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide","N'-(2S,3R)-3-AMINO-4-CYCLOHEXYL-2-HYDROXY-BUTANO-N-(4-METHYLPHENYL)HYDRAZIDE"
DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide","(2R,3R,4S,5R,6E)-3,4,5-TRIHYDROXY-N-[(3S,6R)-6-HYDROXY-2-OXO-3-AZEPANYL]-2-METHOXY-8,8-DIMETHYL-6-NONENAMIDE"
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide","(2S,3R)-3-AMINO-2-HYDROXY-5-(ETHYLSULFANYL)PENTANOYL-((S)-(-)-(1-NAPHTHYL)ETHYL)AMIDE"
DB04324,Ovalicin,OVALICIN
DB05864,PPI-2458,PPI-2458
DB07309,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID
DB07313,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID
DB07322,"2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID","2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
DB07323,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID","2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
DB07377,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE","N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE"
DB07746,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID
DB08633,TNP-470,TNP-470
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,2-DEOXY-2-AMINO GLUCITOL-6-PHOSPHATE
DB03951,N-acetyl-D-glucosamine-6-phosphate,N-ACETYL-D-GLUCOSAMINE-6-PHOSPHATE
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium","4-(1,3,2-DIOXABOROLAN-2-YLOXY)BUTAN-1-AMINIUM"
DB02541,4-Hydroxybutan-1-Aminium,4-HYDROXYBUTAN-1-AMINIUM
DB02585,4-(Hydroxymethyl)Benzamidine,4-(HYDROXYMETHYL)BENZAMIDINE
DB03129,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium","DIAMINO-N-[3-(1,3,2-DIOXABOROLAN-2-YLOXY)PROPYL]METHANIMINIUM"
DB03637,Guanidine-3-propanol,GUANIDINE-3-PROPANOL
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine","[4-(1,3,2-DIOXABOROLAN-2-YLOXY)METHYL]BENZAMIDINE"
DB04369,"1,3,2-Dioxaborolan-2-Ol","1,3,2-DIOXABOROLAN-2-OL"
DB03791,GW-3965,GW-3965
DB03848,Benzenesulfinic acid,BENZENESULFINIC ACID
DB07082,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL","1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL"
DB02546,Vorinostat,VORINOSTAT
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,4-(DIMETHYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]BENZAMIDE
DB02917,N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide,N-HYDROXY-4-(METHYL{[5-(2-PYRIDINYL)-2-THIENYL]SULFONYL}AMINO)BENZAMIDE
DB04297,Trichostatin A,TRICHOSTATIN A
DB07350,(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,(2E)-N-HYDROXY-3-[1-METHYL-4-(PHENYLACETYL)-1H-PYRROL-2-YL]PROP-2-ENAMIDE
DB07586,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE","5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE"
DB03401,"1D-myo-inositol 1,4,5-trisphosphate","1D-MYO-INOSITOL 1,4,5-TRISPHOSPHATE"
DB03727,Coproporphyrin I,COPROPORPHYRIN I
DB04461,Coproporphyrinogen III,COPROPORPHYRINOGEN III
DB02448,N-Tridecanoic Acid,N-TRIDECANOIC ACID
DB02504,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,[3-(1-BENZYL-3-CARBAMOYLMETHYL-2-METHYL-1H-INDOL-5-YLOXY)-PROPYL-]-PHOSPHONIC ACID
DB02936,4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid,4-(1-BENZYL-3-CARBAMOYLMETHYL-2-METHYL-1H-INDOL-5-YLOXY)-BUTYRIC ACID
DB03121,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,(1-BENZYL-5-METHOXY-2-METHYL-1H-INDOL-3-YL)ACETIC ACID
DB03471,6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid,6-PHENYL-4(R)-(7-PHENYL-HEPTANOYLAMINO)-HEXANOIC ACID
DB03784,Elaidamide,ELAIDAMIDE
DB04112,(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,(2R)-2-ACETAMIDO-3-(OCTADECYLOXY)PROPYL 2-(METHYLSULFANYL)ETHYL HYDROGEN PHOSPHATE
DB04287,KH064,KH064
DB03767,Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide,MORPHOLINE-4-CARBOXYLIC ACID [1S-(2-BENZYLOXY-1R-CYANO-ETHYLCARBAMOYL)-3-METHYL-BUTYL]AMIDE
DB03837,Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide,MORPHOLINE-4-CARBOXYLIC ACID (1-(3-BENZENESULFONYL-1-PHENETHYLALLYLCARBAMOYL)-3-METHYLBUTYL)-AMIDE
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,MORPHOLINE-4-CARBOXYLIC ACID [1-(2-BENZYLSULFANYL-1-FORMYL-ETHYLCARBAMOYL)-2-PHENYL-ETHYL]-AMIDE
DB07520,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE","N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE"
DB07587,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE","N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE"
DB07589,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE","N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE"
DB07839,"N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE","N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE"
DB07878,"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE","N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE"
DB08195,(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE,(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE
DB08611,"2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL","2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL"
DB08752,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,N-[(1S)-2-[(4-CYANO-1-METHYLPIPERIDIN-4-YL)AMINO]-1-(CYCLOHEXYLMETHYL)-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE
DB08755,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,N-[(1S)-2-{[(1R)-2-(BENZYLOXY)-1-CYANO-1-METHYLETHYL]AMINO}-1-(CYCLOHEXYLMETHYL)-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE
DB13729,Camostat,CAMOSTAT
DB04237,Tris(Hydroxyethyl)Aminomethane,TRIS(HYDROXYETHYL)AMINOMETHANE
DB03424,Ubenimex,UBENIMEX
DB05177,DG051,DG051
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,5-[2-(1H-PYRROL-1-YL)ETHOXY]-1H-INDOLE
DB06851,N-(pyridin-3-ylmethyl)aniline,N-(PYRIDIN-3-YLMETHYL)ANILINE
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,(4-FLUOROPHENYL)(PYRIDIN-4-YL)METHANONE
DB07094,"1-(2,2'-bithiophen-5-yl)methanamine","1-(2,2'-BITHIOPHEN-5-YL)METHANAMINE"
DB07099,N-[4-(benzyloxy)phenyl]glycinamide,N-[4-(BENZYLOXY)PHENYL]GLYCINAMIDE
DB07102,(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,(2S)-2-AMINO-5-OXO-5-[(4-PHENYLMETHOXYPHENYL)AMINO]PENTANOIC ACID
DB07104,4-amino-N-[4-(benzyloxy)phenyl]butanamide,4-AMINO-N-[4-(BENZYLOXY)PHENYL]BUTANAMIDE
DB07196,N-methyl-1-(2-thiophen-2-ylphenyl)methanamine,N-METHYL-1-(2-THIOPHEN-2-YLPHENYL)METHANAMINE
DB07237,{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone,{4-[(2R)-PYRROLIDIN-2-YLMETHOXY]PHENYL}(4-THIOPHEN-3-YLPHENYL)METHANONE
DB07258,(R)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol,(R)-PYRIDIN-4-YL[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]METHANOL
DB07259,1-(4-thiophen-2-ylphenyl)methanamine,1-(4-THIOPHEN-2-YLPHENYL)METHANAMINE
DB07260,N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline,N-BENZYL-4-[(2R)-PYRROLIDIN-2-YLMETHOXY]ANILINE
DB07292,"4-(2-amino-1,3-thiazol-4-yl)phenol","4-(2-AMINO-1,3-THIAZOL-4-YL)PHENOL"
DB08040,Kelatorphan,KELATORPHAN
DB08466,"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol","5-[2-(4-HYDROXYPHENYL)ETHYL]BENZENE-1,3-DIOL"
DB11781,Tosedostat,TOSEDOSTAT
DB02512,"1,6-Fructose Diphosphate (Linear Form)","1,6-FRUCTOSE DIPHOSPHATE (LINEAR FORM)"
DB04326,Dihydroxyacetone phosphate,DIHYDROXYACETONE PHOSPHATE
DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL","1,6-DI-O-PHOSPHONO-D-MANNITOL"
